3.500000, 8.295270, 78.585500, 6.712740, 4.761360, 11.000000, 150.000000, 63.829800, 30.000000, 12.766000, 7.000000, 2.978720, 6.000000, 2.553190, 0.000000, 0.000000, 1.000000, 0.425532, 55.000000, 23.404300, 56.000000, 23.829800, 560.000000, 272.000000, 0.485714, 235.000000, 4.412950, 56.000000, 8.339290, 20.000000, 0.357143, 10.000000, 377.000000, 432.000000, 0.872685, 272.000000, 381.000000, 0.713911, 119.000000, 332.000000, 0.358434, 28.000000, 285.000000, 0.098246, 0.021097, 0.380000, 0.350000, 0.320000, 0.190000, 2.290000, 1.070000, 248.000000, 39.000000, 39.100000, 37.100000, 0.440000, 0.730000, 7.380000, 10.440000, 0.870000, 21.210000, 0.750000, 35.060000, 4.190000, 0.730000, 0.220000, 0.710000, 0.100000, 0.020000, 0.130000, 563.000000, 49.000000, 72.000000, 58.000000, 49.000000, 19.000000, 12.000000, 19.000000, 49.000000, 11.489800, 11.489800, 9.706900, 1.183700, 1.469400, 1.183700, 0.327600, 0.387800, 1.000000, 0.244900, 0.387800, 0.327600, 1.000000, 0.844800, 76.000000, 434.000000, 153.000000, 25.000000, 20.000000, 1.250000, 
2.500000, 7.593970, 77.017500, 7.072420, 5.233350, 9.000000, 188.000000, 68.864500, 28.000000, 10.256400, 12.000000, 4.395600, 7.000000, 2.564100, 1.000000, 0.366300, 2.000000, 0.732601, 51.000000, 18.681300, 54.000000, 19.780200, 758.000000, 317.000000, 0.418206, 273.000000, 4.345490, 74.000000, 9.148650, 18.000000, 0.243243, 10.000000, 533.000000, 616.000000, 0.865260, 396.000000, 544.000000, 0.727941, 209.000000, 474.000000, 0.440928, 102.000000, 405.000000, 0.251852, 0.014134, 0.410000, 0.290000, 0.310000, 0.150000, 2.510000, 1.120000, 292.000000, 37.000000, 40.400000, 37.200000, 0.370000, 0.740000, 7.330000, 10.370000, 0.850000, 19.370000, 0.490000, 27.270000, 3.690000, 0.600000, 0.170000, 0.620000, 0.120000, 0.030000, 0.150000, 747.000000, 68.000000, 109.000000, 86.000000, 66.000000, 31.000000, 20.000000, 11.000000, 78.000000, 10.985300, 11.318200, 8.686000, 1.264700, 1.651500, 1.303000, 0.360500, 0.469700, 0.970600, 0.303000, 0.166700, 0.127900, 1.181800, 0.907000, 100.000000, 662.000000, 205.000000, 50.000000, 27.000000, 1.851850, 
3.000000, 8.662150, 79.099400, 6.560250, 4.651030, 11.000000, 142.000000, 59.166700, 31.000000, 12.916700, 6.000000, 2.500000, 8.000000, 3.333330, 1.000000, 0.416667, 0.000000, 0.000000, 73.000000, 30.416700, 74.000000, 30.833300, 637.000000, 288.000000, 0.452119, 240.000000, 4.231200, 60.000000, 8.883330, 15.000000, 0.250000, 9.000000, 405.000000, 492.000000, 0.823171, 285.000000, 438.000000, 0.650685, 125.000000, 385.000000, 0.324675, 29.000000, 333.000000, 0.087087, 0.037500, 0.390000, 0.300000, 0.350000, 0.100000, 0.920000, 0.680000, 247.000000, 41.000000, 37.000000, 32.900000, 0.370000, 0.700000, 6.770000, 9.570000, 0.850000, 18.510000, 0.530000, 25.100000, 3.540000, 0.640000, 0.180000, 0.710000, 0.080000, 0.020000, 0.110000, 638.000000, 56.000000, 94.000000, 79.000000, 56.000000, 28.000000, 20.000000, 20.000000, 62.000000, 11.392900, 11.392900, 8.075900, 1.410700, 1.678600, 1.410700, 0.354400, 0.500000, 1.000000, 0.357100, 0.357100, 0.253200, 1.107100, 0.784800, 93.000000, 496.000000, 158.000000, 39.000000, 39.000000, 1.000000, 
4.500000, 7.666030, 87.004500, 5.002980, 3.339920, 9.000000, 180.000000, 62.937100, 37.000000, 12.937100, 12.000000, 4.195800, 7.000000, 2.447550, 0.000000, 0.000000, 0.000000, 0.000000, 75.000000, 26.223800, 75.000000, 26.223800, 760.000000, 340.000000, 0.447368, 286.000000, 4.612420, 80.000000, 8.525000, 15.000000, 0.187500, 10.000000, 539.000000, 621.000000, 0.867955, 355.000000, 544.000000, 0.652574, 159.000000, 472.000000, 0.336864, 54.000000, 403.000000, 0.133995, 0.027682, 0.400000, 0.370000, 0.320000, 0.100000, 0.770000, 0.620000, 296.000000, 39.000000, 37.500000, 33.900000, 0.360000, 0.670000, 7.260000, 10.260000, 0.850000, 19.000000, 0.580000, 27.760000, 3.730000, 0.590000, 0.140000, 0.580000, 0.110000, 0.030000, 0.140000, 755.000000, 74.000000, 110.000000, 82.000000, 69.000000, 24.000000, 16.000000, 15.000000, 85.000000, 10.202700, 10.942000, 9.207300, 1.108100, 1.594200, 1.188400, 0.292700, 0.347800, 0.932400, 0.231900, 0.217400, 0.182900, 1.231900, 1.036600, 93.000000, 591.000000, 199.000000, 34.000000, 50.000000, 0.680000, 
4.500000, 7.798700, 80.917600, 6.274050, 4.471290, 9.000000, 153.000000, 63.750000, 30.000000, 12.500000, 4.000000, 1.666670, 7.000000, 2.916670, 1.000000, 0.416667, 1.000000, 0.416667, 58.000000, 24.166700, 60.000000, 25.000000, 616.000000, 277.000000, 0.449675, 240.000000, 4.226920, 52.000000, 10.307700, 20.000000, 0.384615, 9.000000, 441.000000, 512.000000, 0.861328, 333.000000, 461.000000, 0.722343, 191.000000, 410.000000, 0.465854, 78.000000, 359.000000, 0.217270, 0.020408, 0.380000, 0.300000, 0.310000, 0.160000, 1.870000, 0.970000, 244.000000, 43.000000, 40.400000, 36.000000, 0.380000, 0.730000, 6.850000, 9.690000, 0.850000, 18.930000, 0.660000, 33.780000, 4.110000, 0.650000, 0.210000, 0.640000, 0.090000, 0.030000, 0.110000, 602.000000, 51.000000, 97.000000, 73.000000, 50.000000, 25.000000, 20.000000, 17.000000, 59.000000, 11.803900, 12.040000, 8.246600, 1.431400, 1.940000, 1.460000, 0.342500, 0.500000, 0.980400, 0.400000, 0.340000, 0.232900, 1.180000, 0.808200, 94.000000, 555.000000, 165.000000, 40.000000, 32.000000, 1.250000, 
3.500000, 7.697620, 75.287200, 7.652030, 5.630730, 9.000000, 132.000000, 64.390200, 31.000000, 15.122000, 10.000000, 4.878050, 5.000000, 2.439020, 0.000000, 0.000000, 0.000000, 0.000000, 33.000000, 16.097600, 33.000000, 16.097600, 430.000000, 235.000000, 0.546512, 205.000000, 4.686450, 34.000000, 11.088200, 9.000000, 0.264706, 8.000000, 316.000000, 349.000000, 0.905444, 223.000000, 315.000000, 0.707937, 111.000000, 281.000000, 0.395018, 39.000000, 249.000000, 0.156627, 0.022422, 0.450000, 0.290000, 0.280000, 0.120000, 0.600000, 0.550000, 218.000000, 39.000000, 41.500000, 40.000000, 0.510000, 0.770000, 7.460000, 10.550000, 0.890000, 23.700000, 0.710000, 21.430000, 3.270000, 0.760000, 0.160000, 0.750000, 0.160000, 0.030000, 0.190000, 426.000000, 33.000000, 58.000000, 45.000000, 37.000000, 13.000000, 12.000000, 14.000000, 50.000000, 12.909100, 11.513500, 9.466700, 1.363600, 1.567600, 1.216200, 0.288900, 0.351400, 1.121200, 0.324300, 0.378400, 0.311100, 1.351400, 1.111100, 70.000000, 365.000000, 150.000000, 23.000000, 24.000000, 0.958333, 
4.500000, 7.356890, 82.733300, 6.242410, 4.477880, 9.000000, 221.000000, 65.000000, 37.000000, 10.882400, 15.000000, 4.411760, 3.000000, 0.882353, 1.000000, 0.294118, 0.000000, 0.000000, 84.000000, 24.705900, 85.000000, 25.000000, 999.000000, 397.000000, 0.397397, 340.000000, 5.296910, 84.000000, 10.547600, 20.000000, 0.238095, 13.000000, 729.000000, 823.000000, 0.885784, 520.000000, 743.000000, 0.699865, 235.000000, 663.000000, 0.354449, 78.000000, 584.000000, 0.133562, 0.011799, 0.390000, 0.290000, 0.310000, 0.100000, 1.110000, 0.750000, 334.000000, 36.000000, 39.100000, 33.200000, 0.310000, 0.680000, 7.160000, 10.130000, 0.830000, 17.980000, 0.490000, 25.770000, 3.590000, 0.530000, 0.120000, 0.610000, 0.120000, 0.040000, 0.160000, 1011.000000, 82.000000, 144.000000, 122.000000, 80.000000, 42.000000, 31.000000, 21.000000, 92.000000, 12.329300, 12.637500, 8.286900, 1.487800, 1.800000, 1.525000, 0.344300, 0.525000, 0.975600, 0.387500, 0.262500, 0.172100, 1.150000, 0.754100, 105.000000, 803.000000, 232.000000, 58.000000, 67.000000, 0.865672, 
2.500000, 8.321030, 78.669500, 6.760210, 4.926660, 11.000000, 161.000000, 61.923100, 27.000000, 10.384600, 7.000000, 2.692310, 6.000000, 2.307690, 1.000000, 0.384615, 1.000000, 0.384615, 87.000000, 33.461500, 89.000000, 34.230800, 635.000000, 313.000000, 0.492913, 260.000000, 5.892540, 58.000000, 9.603450, 15.000000, 0.258621, 8.000000, 427.000000, 524.000000, 0.814885, 300.000000, 472.000000, 0.635593, 141.000000, 422.000000, 0.334123, 56.000000, 373.000000, 0.150134, 0.007812, 0.380000, 0.430000, 0.390000, 0.220000, 3.360000, 1.300000, 283.000000, 37.000000, 38.500000, 32.800000, 0.390000, 0.700000, 7.430000, 10.510000, 0.860000, 20.030000, 0.670000, 30.220000, 3.890000, 0.670000, 0.170000, 0.660000, 0.110000, 0.030000, 0.140000, 636.000000, 56.000000, 80.000000, 57.000000, 45.000000, 16.000000, 9.000000, 13.000000, 70.000000, 11.357100, 14.133300, 11.157900, 1.017900, 1.777800, 1.266700, 0.280700, 0.355600, 0.803600, 0.200000, 0.288900, 0.228100, 1.555600, 1.228100, 74.000000, 475.000000, 167.000000, 32.000000, 36.000000, 0.888889, 
4.500000, 8.217430, 76.240900, 8.584120, 6.542760, 11.000000, 178.000000, 70.078700, 27.000000, 10.629900, 5.000000, 1.968500, 6.000000, 2.362200, 0.000000, 0.000000, 0.000000, 0.000000, 40.000000, 15.748000, 40.000000, 15.748000, 700.000000, 286.000000, 0.408571, 254.000000, 5.454820, 49.000000, 12.571400, 19.000000, 0.387755, 12.000000, 520.000000, 586.000000, 0.887372, 394.000000, 542.000000, 0.726937, 222.000000, 498.000000, 0.445783, 89.000000, 454.000000, 0.196035, 0.014870, 0.410000, 0.310000, 0.290000, 0.060000, 0.390000, 0.440000, 266.000000, 38.000000, 40.100000, 35.900000, 0.370000, 0.710000, 7.030000, 9.940000, 0.850000, 18.950000, 0.550000, 27.970000, 3.740000, 0.590000, 0.170000, 0.620000, 0.080000, 0.030000, 0.110000, 694.000000, 39.000000, 106.000000, 84.000000, 45.000000, 40.000000, 26.000000, 42.000000, 63.000000, 17.794900, 15.422200, 8.261900, 2.153800, 2.355600, 1.866700, 0.476200, 0.888900, 1.153800, 0.577800, 0.933300, 0.500000, 1.400000, 0.750000, 97.000000, 574.000000, 178.000000, 57.000000, 29.000000, 1.965520, 
4.000000, 7.304480, 79.956300, 5.854970, 4.131580, 9.000000, 191.000000, 68.705000, 38.000000, 13.669100, 7.000000, 2.517990, 4.000000, 1.438850, 2.000000, 0.719424, 0.000000, 0.000000, 59.000000, 21.223000, 61.000000, 21.942400, 835.000000, 330.000000, 0.395210, 278.000000, 4.502930, 88.000000, 8.204550, 28.000000, 0.318182, 6.000000, 546.000000, 722.000000, 0.756233, 363.000000, 638.000000, 0.568965, 188.000000, 557.000000, 0.337522, 73.000000, 487.000000, 0.149897, 0.006757, 0.450000, 0.310000, 0.270000, 0.060000, 0.430000, 0.460000, 284.000000, 36.000000, 37.700000, 33.300000, 0.320000, 0.710000, 6.700000, 9.470000, 0.830000, 17.430000, 0.430000, 20.880000, 3.230000, 0.480000, 0.120000, 0.460000, 0.080000, 0.020000, 0.100000, 833.000000, 87.000000, 129.000000, 89.000000, 79.000000, 28.000000, 24.000000, 19.000000, 82.000000, 9.574700, 10.544300, 9.359600, 1.023000, 1.632900, 1.126600, 0.314600, 0.354400, 0.908000, 0.303800, 0.240500, 0.213500, 1.038000, 0.921300, 83.000000, 614.000000, 192.000000, 55.000000, 34.000000, 1.617650, 
